,DATA,NOM ESTACIO,hora,NO2,SO2
9962,2024-01-02,Montcada i Reixac,12h,72.0,1.0
9963,2024-01-02,Montcada i Reixac,13h,31.0,1.0
9964,2024-01-02,Montcada i Reixac,14h,18.0,1.0
9965,2024-01-02,Montcada i Reixac,15h,18.0,1.0
9966,2024-01-02,Montcada i Reixac,16h,17.0,1.0
9967,2024-01-02,Montcada i Reixac,17h,22.0,1.0
9968,2024-01-02,Montcada i Reixac,18h,62.0,1.0
9969,2024-01-02,Montcada i Reixac,19h,81.0,1.0
9970,2024-01-02,Montcada i Reixac,20h,67.0,1.0
9971,2024-01-02,Montcada i Reixac,21h,52.0,1.0
9972,2024-01-02,Montcada i Reixac,22h,45.0,1.0
9973,2024-01-02,Montcada i Reixac,23h,29.0,1.0
9974,2024-01-02,Montcada i Reixac,24h,33.0,1.0
9975,2024-01-02,Rubí,01h,15.0,2.0
9976,2024-01-02,Rubí,02h,17.0,1.0
9977,2024-01-02,Rubí,03h,22.0,1.0
9978,2024-01-02,Rubí,04h,19.0,2.0
9979,2024-01-02,Rubí,05h,30.0,2.0
9980,2024-01-02,Rubí,06h,30.0,2.0
9981,2024-01-02,Rubí,07h,28.0,2.0
9982,2024-01-02,Rubí,08h,34.0,2.0
9983,2024-01-02,Rubí,09h,39.0,2.0
9984,2024-01-02,Rubí,10h,45.0,3.0
9985,2024-01-02,Rubí,11h,26.0,2.0
9986,2024-01-02,Rubí,12h,12.0,2.0
9987,2024-01-02,Rubí,13h,8.0,2.0
9988,2024-01-02,Rubí,14h,6.0,4.0
9989,2024-01-02,Rubí,15h,8.0,4.0
9990,2024-01-02,Rubí,16h,8.0,4.0
9991,2024-01-02,Rubí,17h,10.0,5.0
9992,2024-01-02,Rubí,18h,17.0,4.0
9993,2024-01-02,Rubí,19h,21.0,4.0
9994,2024-01-02,Rubí,20h,22.0,4.0
9995,2024-01-02,Rubí,21h,28.0,3.0
9996,2024-01-02,Rubí,22h,22.0,3.0
9997,2024-01-02,Rubí,23h,18.0,4.0
9998,2024-01-02,Rubí,24h,28.0,3.0
10047,2024-01-02,Santa Perpètua de Mogoda,01h,35.0,1.0
10048,2024-01-02,Santa Perpètua de Mogoda,02h,31.0,1.0
10049,2024-01-02,Santa Perpètua de Mogoda,03h,28.0,1.0
10050,2024-01-02,Santa Perpètua de Mogoda,04h,28.0,1.0
10051,2024-01-02,Santa Perpètua de Mogoda,05h,27.0,1.0
10052,2024-01-02,Santa Perpètua de Mogoda,06h,26.0,1.0
10053,2024-01-02,Santa Perpètua de Mogoda,07h,32.0,2.0
10054,2024-01-02,Santa Perpètua de Mogoda,08h,40.0,3.0
10055,2024-01-02,Santa Perpètua de Mogoda,09h,41.0,4.0
10056,2024-01-02,Santa Perpètua de Mogoda,10h,50.0,4.0
10057,2024-01-02,Santa Perpètua de Mogoda,11h,52.0,2.0
10058,2024-01-02,Santa Perpètua de Mogoda,12h,53.0,2.0
10059,2024-01-02,Santa Perpètua de Mogoda,13h,46.0,3.0
10060,2024-01-02,Santa Perpètua de Mogoda,14h,20.0,2.0
10061,2024-01-02,Santa Perpètua de Mogoda,15h,12.0,1.0
10062,2024-01-02,Santa Perpètua de Mogoda,16h,13.0,1.0
10063,2024-01-02,Santa Perpètua de Mogoda,17h,19.0,1.0
10064,2024-01-02,Santa Perpètua de Mogoda,18h,39.0,1.0
10065,2024-01-02,Santa Perpètua de Mogoda,19h,51.0,1.0
10066,2024-01-02,Santa Perpètua de Mogoda,20h,69.0,2.0
10067,2024-01-02,Santa Perpètua de Mogoda,21h,67.0,1.0
10068,2024-01-02,Santa Perpètua de Mogoda,22h,61.0,1.0
10069,2024-01-02,Santa Perpètua de Mogoda,23h,53.0,1.0
10070,2024-01-02,Santa Perpètua de Mogoda,24h,46.0,2.0
10071,2024-01-02,Terrassa,01h,11.0,3.0
10072,2024-01-02,Terrassa,02h,19.0,4.0
10073,2024-01-02,Terrassa,03h,6.0,3.0
10074,2024-01-02,Terrassa,04h,4.0,1.0
10075,2024-01-02,Terrassa,05h,10.0,1.0
10076,2024-01-02,Terrassa,06h,14.0,1.0
10077,2024-01-02,Terrassa,07h,18.0,1.0
10078,2024-01-02,Terrassa,08h,31.0,1.0
10079,2024-01-02,Terrassa,09h,40.0,1.0
10080,2024-01-02,Terrassa,10h,40.0,1.0
10081,2024-01-02,Terrassa,11h,26.0,2.0
10082,2024-01-02,Terrassa,12h,22.0,2.0
10083,2024-01-02,Terrassa,13h,14.0,2.0
10084,2024-01-02,Terrassa,14h,10.0,2.0
10085,2024-01-02,Terrassa,15h,13.0,2.0
10086,2024-01-02,Terrassa,16h,16.0,2.0
10087,2024-01-02,Terrassa,17h,21.0,2.0
10088,2024-01-02,Terrassa,18h,29.0,2.0
10089,2024-01-02,Terrassa,19h,43.0,2.0
10090,2024-01-02,Terrassa,20h,48.0,2.0
10091,2024-01-02,Terrassa,21h,35.0,2.0
10092,2024-01-02,Terrassa,22h,26.0,2.0
10093,2024-01-02,Terrassa,23h,19.0,2.0
10094,2024-01-02,Terrassa,24h,33.0,2.0
14730,2022-01-03,Montcada i Reixac,01h,32.0,1.0
14731,2022-01-03,Montcada i Reixac,02h,35.0,1.0
14732,2022-01-03,Montcada i Reixac,03h,31.0,1.0
14733,2022-01-03,Montcada i Reixac,04h,28.0,1.0
14734,2022-01-03,Montcada i Reixac,05h,28.0,1.0
14735,2022-01-03,Montcada i Reixac,06h,33.0,1.0
14736,2022-01-03,Montcada i Reixac,07h,49.0,1.0
14737,2022-01-03,Montcada i Reixac,08h,60.0,1.0
14738,2022-01-03,Montcada i Reixac,09h,52.0,1.0
14739,2022-01-03,Montcada i Reixac,10h,71.0,1.0
14740,2022-01-03,Montcada i Reixac,11h,78.0,1.0
14741,2022-01-03,Montcada i Reixac,12h,58.0,1.0
14742,2022-01-03,Montcada i Reixac,13h,24.0,1.0
14743,2022-01-03,Montcada i Reixac,14h,25.0,7.0
14744,2022-01-03,Montcada i Reixac,15h,19.0,14.0
14745,2022-01-03,Montcada i Reixac,16h,18.0,9.0
14746,2022-01-03,Montcada i Reixac,17h,20.0,5.0
14747,2022-01-03,Montcada i Reixac,18h,16.0,2.0
14748,2022-01-03,Montcada i Reixac,19h,22.0,1.0
14749,2022-01-03,Montcada i Reixac,20h,20.0,1.0
14750,2022-01-03,Montcada i Reixac,21h,35.0,1.0
14751,2022-01-03,Montcada i Reixac,22h,37.0,1.0
14752,2022-01-03,Montcada i Reixac,23h,47.0,1.0
14753,2022-01-03,Montcada i Reixac,24h,34.0,1.0
14754,2022-01-03,Rubí,01h,15.0,2.0
14755,2022-01-03,Rubí,02h,12.0,2.0
14756,2022-01-03,Rubí,03h,22.0,2.0
14757,2022-01-03,Rubí,04h,33.0,2.0
14758,2022-01-03,Rubí,05h,23.0,2.0
14759,2022-01-03,Rubí,06h,31.0,2.0
14760,2022-01-03,Rubí,07h,34.0,2.0
14761,2022-01-03,Rubí,08h,33.0,2.0
14762,2022-01-03,Rubí,09h,33.0,2.0
14763,2022-01-03,Rubí,10h,22.0,2.0
14764,2022-01-03,Rubí,11h,20.0,2.0
14765,2022-01-03,Rubí,12h,48.0,3.0
14766,2022-01-03,Rubí,13h,17.0,2.0
14767,2022-01-03,Rubí,14h,15.0,2.0
14768,2022-01-03,Rubí,15h,13.0,2.0
14769,2022-01-03,Rubí,16h,11.0,2.0
14770,2022-01-03,Rubí,17h,18.0,2.0
14771,2022-01-03,Rubí,18h,18.0,1.0
14772,2022-01-03,Rubí,19h,21.0,1.0
14773,2022-01-03,Rubí,20h,22.0,1.0
14774,2022-01-03,Rubí,21h,34.0,1.0
14775,2022-01-03,Rubí,22h,39.0,1.0
14776,2022-01-03,Rubí,23h,45.0,1.0
14777,2022-01-03,Rubí,24h,35.0,1.0
14826,2022-01-03,Santa Perpètua de Mogoda,01h,55.0,1.0
14827,2022-01-03,Santa Perpètua de Mogoda,02h,45.0,1.0
14828,2022-01-03,Santa Perpètua de Mogoda,03h,40.0,1.0
14829,2022-01-03,Santa Perpètua de Mogoda,04h,43.0,1.0
14830,2022-01-03,Santa Perpètua de Mogoda,05h,43.0,1.0
14831,2022-01-03,Santa Perpètua de Mogoda,06h,43.0,1.0
14832,2022-01-03,Santa Perpètua de Mogoda,07h,44.0,2.0
14833,2022-01-03,Santa Perpètua de Mogoda,08h,56.0,4.0
14834,2022-01-03,Santa Perpètua de Mogoda,09h,65.0,4.0
14835,2022-01-03,Santa Perpètua de Mogoda,10h,70.0,4.0
14836,2022-01-03,Santa Perpètua de Mogoda,11h,64.0,2.0
14837,2022-01-03,Santa Perpètua de Mogoda,12h,41.0,2.0
14838,2022-01-03,Santa Perpètua de Mogoda,13h,8.0,1.0
14839,2022-01-03,Santa Perpètua de Mogoda,14h,7.0,2.0
14840,2022-01-03,Santa Perpètua de Mogoda,15h,7.0,2.0
14841,2022-01-03,Santa Perpètua de Mogoda,16h,9.0,2.0
14842,2022-01-03,Santa Perpètua de Mogoda,17h,10.0,2.0
14843,2022-01-03,Santa Perpètua de Mogoda,18h,9.0,2.0
14844,2022-01-03,Santa Perpètua de Mogoda,19h,18.0,1.0
14845,2022-01-03,Santa Perpètua de Mogoda,20h,13.0,1.0
14846,2022-01-03,Santa Perpètua de Mogoda,21h,25.0,2.0
14847,2022-01-03,Santa Perpètua de Mogoda,22h,70.0,2.0
14848,2022-01-03,Santa Perpètua de Mogoda,23h,62.0,2.0
14849,2022-01-03,Santa Perpètua de Mogoda,24h,63.0,1.0
14850,2022-01-03,Terrassa,01h,16.0,1.0
14851,2022-01-03,Terrassa,02h,19.0,1.0
14852,2022-01-03,Terrassa,03h,21.0,1.0
14853,2022-01-03,Terrassa,04h,14.0,1.0
14854,2022-01-03,Terrassa,05h,14.0,1.0
14855,2022-01-03,Terrassa,06h,22.0,1.0
14856,2022-01-03,Terrassa,07h,33.0,1.0
14857,2022-01-03,Terrassa,08h,42.0,1.0
14858,2022-01-03,Terrassa,09h,41.0,1.0
14859,2022-01-03,Terrassa,10h,32.0,1.0
14860,2022-01-03,Terrassa,11h,43.0,1.0
14861,2022-01-03,Terrassa,12h,48.0,1.0
14862,2022-01-03,Terrassa,13h,38.0,1.0
14863,2022-01-03,Terrassa,14h,26.0,1.0
14864,2022-01-03,Terrassa,15h,25.0,1.0
14865,2022-01-03,Terrassa,16h,39.0,1.0
14866,2022-01-03,Terrassa,17h,36.0,1.0
14867,2022-01-03,Terrassa,18h,35.0,1.0
14868,2022-01-03,Terrassa,19h,39.0,1.0
14869,2022-01-03,Terrassa,20h,51.0,1.0
14870,2022-01-03,Terrassa,21h,62.0,1.0
14871,2022-01-03,Terrassa,22h,67.0,1.0
14872,2022-01-03,Terrassa,23h,46.0,1.0
14873,2022-01-03,Terrassa,24h,37.0,1.0
14895,2023-01-03,Montcada i Reixac,01h,9.0,1.0
14896,2023-01-03,Montcada i Reixac,02h,11.0,1.0
14897,2023-01-03,Montcada i Reixac,03h,8.0,1.0
14898,2023-01-03,Montcada i Reixac,04h,10.0,1.0
14899,2023-01-03,Montcada i Reixac,05h,15.0,1.0
14900,2023-01-03,Montcada i Reixac,06h,20.0,1.0
14901,2023-01-03,Montcada i Reixac,07h,41.0,1.0
14902,2023-01-03,Montcada i Reixac,08h,72.0,1.0
14903,2023-01-03,Montcada i Reixac,09h,63.0,1.0
14904,2023-01-03,Montcada i Reixac,10h,51.0,1.0
14905,2023-01-03,Montcada i Reixac,11h,52.0,1.0
14906,2023-01-03,Montcada i Reixac,12h,26.0,1.0
14907,2023-01-03,Montcada i Reixac,13h,27.0,1.0
14908,2023-01-03,Montcada i Reixac,14h,26.0,1.0
14909,2023-01-03,Montcada i Reixac,15h,27.0,1.0
14910,2023-01-03,Montcada i Reixac,16h,28.0,1.0
14911,2023-01-03,Montcada i Reixac,17h,25.0,1.0
14912,2023-01-03,Montcada i Reixac,18h,29.0,1.0
14913,2023-01-03,Montcada i Reixac,19h,48.0,1.0
14914,2023-01-03,Montcada i Reixac,20h,56.0,1.0
14915,2023-01-03,Montcada i Reixac,21h,38.0,1.0
14916,2023-01-03,Montcada i Reixac,22h,65.0,1.0
14917,2023-01-03,Montcada i Reixac,23h,52.0,1.0
14918,2023-01-03,Montcada i Reixac,24h,59.0,1.0
14919,2023-01-03,Rubí,01h,6.0,3.0
14920,2023-01-03,Rubí,02h,5.0,3.0
14921,2023-01-03,Rubí,03h,5.0,3.0
14922,2023-01-03,Rubí,04h,5.0,3.0
14923,2023-01-03,Rubí,05h,5.0,3.0
14924,2023-01-03,Rubí,06h,7.0,3.0
14925,2023-01-03,Rubí,07h,12.0,3.0
14926,2023-01-03,Rubí,08h,27.0,3.0
14927,2023-01-03,Rubí,09h,31.0,3.0
14928,2023-01-03,Rubí,10h,17.0,3.0
14929,2023-01-03,Rubí,11h,10.0,3.0
14930,2023-01-03,Rubí,12h,7.0,3.0
14931,2023-01-03,Rubí,13h,7.0,3.0
14932,2023-01-03,Rubí,14h,8.0,3.0
14933,2023-01-03,Rubí,15h,7.0,3.0
14934,2023-01-03,Rubí,16h,7.0,2.0
14935,2023-01-03,Rubí,17h,13.0,3.0
14936,2023-01-03,Rubí,18h,17.0,3.0
14937,2023-01-03,Rubí,19h,20.0,3.0
14938,2023-01-03,Rubí,20h,20.0,3.0
14939,2023-01-03,Rubí,21h,27.0,2.0
14940,2023-01-03,Rubí,22h,30.0,2.0
14941,2023-01-03,Rubí,23h,40.0,2.0
14942,2023-01-03,Rubí,24h,45.0,2.0
14991,2023-01-03,Santa Perpètua de Mogoda,01h,20.0,1.0
14992,2023-01-03,Santa Perpètua de Mogoda,02h,9.0,1.0
14993,2023-01-03,Santa Perpètua de Mogoda,03h,11.0,1.0
14994,2023-01-03,Santa Perpètua de Mogoda,04h,11.0,1.0
14995,2023-01-03,Santa Perpètua de Mogoda,05h,18.0,1.0
14996,2023-01-03,Santa Perpètua de Mogoda,06h,34.0,2.0
14997,2023-01-03,Santa Perpètua de Mogoda,07h,57.0,5.0
14998,2023-01-03,Santa Perpètua de Mogoda,08h,66.0,6.0
14999,2023-01-03,Santa Perpètua de Mogoda,09h,64.0,8.0
15000,2023-01-03,Santa Perpètua de Mogoda,10h,61.0,8.0
15001,2023-01-03,Santa Perpètua de Mogoda,11h,56.0,7.0
15002,2023-01-03,Santa Perpètua de Mogoda,12h,32.0,5.0
15003,2023-01-03,Santa Perpètua de Mogoda,13h,18.0,3.0
15004,2023-01-03,Santa Perpètua de Mogoda,14h,12.0,2.0
15005,2023-01-03,Santa Perpètua de Mogoda,15h,15.0,1.0
15006,2023-01-03,Santa Perpètua de Mogoda,16h,19.0,1.0
15007,2023-01-03,Santa Perpètua de Mogoda,17h,25.0,1.0
15008,2023-01-03,Santa Perpètua de Mogoda,18h,32.0,1.0
15009,2023-01-03,Santa Perpètua de Mogoda,19h,45.0,1.0
15010,2023-01-03,Santa Perpètua de Mogoda,20h,35.0,1.0
15011,2023-01-03,Santa Perpètua de Mogoda,21h,49.0,1.0
15012,2023-01-03,Santa Perpètua de Mogoda,22h,45.0,1.0
15013,2023-01-03,Santa Perpètua de Mogoda,23h,77.0,1.0
15014,2023-01-03,Santa Perpètua de Mogoda,24h,65.0,1.0
15015,2023-01-03,Terrassa,01h,5.0,1.0
15016,2023-01-03,Terrassa,02h,5.0,1.0
15017,2023-01-03,Terrassa,03h,4.0,1.0
15018,2023-01-03,Terrassa,04h,5.0,2.0
15019,2023-01-03,Terrassa,05h,6.0,2.0
15020,2023-01-03,Terrassa,06h,12.0,1.0
15021,2023-01-03,Terrassa,07h,28.0,1.0
15022,2023-01-03,Terrassa,08h,37.0,1.0
15023,2023-01-03,Terrassa,09h,50.0,1.0
15024,2023-01-03,Terrassa,10h,35.0,1.0
15025,2023-01-03,Terrassa,11h,29.0,2.0
15026,2023-01-03,Terrassa,12h,25.0,1.0
15027,2023-01-03,Terrassa,15h,21.0,1.0
15030,2023-01-03,Terrassa,18h,47.0,1.0
15031,2023-01-03,Terrassa,19h,54.0,1.0
15032,2023-01-03,Terrassa,20h,42.0,1.0
15033,2023-01-03,Terrassa,21h,37.0,1.0
15034,2023-01-03,Terrassa,22h,36.0,1.0
15035,2023-01-03,Terrassa,23h,29.0,1.0
15036,2023-01-03,Terrassa,24h,20.0,1.0
15061,2024-01-03,Montcada i Reixac,01h,45.0,1.0
15062,2024-01-03,Montcada i Reixac,02h,30.0,1.0
15063,2024-01-03,Montcada i Reixac,03h,16.0,1.0
15064,2024-01-03,Montcada i Reixac,04h,10.0,1.0
15065,2024-01-03,Montcada i Reixac,05h,10.0,1.0
15066,2024-01-03,Montcada i Reixac,06h,14.0,1.0
15067,2024-01-03,Montcada i Reixac,07h,15.0,1.0
15068,2024-01-03,Montcada i Reixac,08h,26.0,1.0
15069,2024-01-03,Montcada i Reixac,09h,23.0,1.0
15070,2024-01-03,Montcada i Reixac,10h,22.0,1.0
15071,2024-01-03,Montcada i Reixac,11h,18.0,1.0
15072,2024-01-03,Montcada i Reixac,12h,14.0,1.0
15073,2024-01-03,Montcada i Reixac,13h,13.0,1.0
15074,2024-01-03,Montcada i Reixac,14h,12.0,1.0
15075,2024-01-03,Montcada i Reixac,15h,11.0,1.0
15076,2024-01-03,Montcada i Reixac,16h,14.0,1.0
15077,2024-01-03,Montcada i Reixac,17h,13.0,1.0
15078,2024-01-03,Montcada i Reixac,18h,14.0,1.0
15079,2024-01-03,Montcada i Reixac,19h,24.0,1.0
15080,2024-01-03,Montcada i Reixac,20h,25.0,1.0
15081,2024-01-03,Montcada i Reixac,21h,46.0,1.0
15082,2024-01-03,Montcada i Reixac,22h,57.0,1.0
15083,2024-01-03,Montcada i Reixac,23h,45.0,1.0
15084,2024-01-03,Montcada i Reixac,24h,14.0,1.0
15085,2024-01-03,Rubí,01h,15.0,1.0
15086,2024-01-03,Rubí,02h,7.0,1.0
15087,2024-01-03,Rubí,03h,5.0,1.0
15088,2024-01-03,Rubí,04h,4.0,1.0
15089,2024-01-03,Rubí,05h,4.0,1.0
15090,2024-01-03,Rubí,06h,6.0,1.0
15091,2024-01-03,Rubí,07h,6.0,1.0
15092,2024-01-03,Rubí,08h,10.0,1.0
15093,2024-01-03,Rubí,09h,13.0,1.0
15094,2024-01-03,Rubí,10h,7.0,1.0
15095,2024-01-03,Rubí,11h,4.0,1.0
15096,2024-01-03,Rubí,12h,4.0,1.0
15097,2024-01-03,Rubí,13h,5.0,1.0
15098,2024-01-03,Rubí,14h,4.0,1.0
15099,2024-01-03,Rubí,15h,4.0,1.0
15100,2024-01-03,Rubí,16h,5.0,1.0
15101,2024-01-03,Rubí,17h,5.0,1.0
15102,2024-01-03,Rubí,18h,7.0,1.0
15103,2024-01-03,Rubí,19h,11.0,1.0
15104,2024-01-03,Rubí,20h,11.0,1.0
15105,2024-01-03,Rubí,21h,17.0,1.0
15106,2024-01-03,Rubí,22h,32.0,1.0
15107,2024-01-03,Rubí,23h,44.0,1.0
15108,2024-01-03,Rubí,24h,28.0,1.0
15157,2024-01-03,Santa Perpètua de Mogoda,01h,24.0,1.0
15158,2024-01-03,Santa Perpètua de Mogoda,02h,13.0,1.0
15159,2024-01-03,Santa Perpètua de Mogoda,03h,9.0,1.0
15160,2024-01-03,Santa Perpètua de Mogoda,04h,10.0,1.0
15161,2024-01-03,Santa Perpètua de Mogoda,05h,10.0,1.0
15162,2024-01-03,Santa Perpètua de Mogoda,06h,14.0,1.0
15163,2024-01-03,Santa Perpètua de Mogoda,07h,29.0,1.0
15164,2024-01-03,Santa Perpètua de Mogoda,08h,42.0,1.0
15165,2024-01-03,Santa Perpètua de Mogoda,09h,47.0,1.0
15166,2024-01-03,Santa Perpètua de Mogoda,10h,21.0,1.0
15167,2024-01-03,Santa Perpètua de Mogoda,11h,15.0,1.0
15168,2024-01-03,Santa Perpètua de Mogoda,12h,11.0,2.0
15169,2024-01-03,Santa Perpètua de Mogoda,13h,12.0,2.0
15170,2024-01-03,Santa Perpètua de Mogoda,14h,11.0,3.0
15171,2024-01-03,Santa Perpètua de Mogoda,15h,9.0,3.0
15172,2024-01-03,Santa Perpètua de Mogoda,16h,10.0,3.0
15173,2024-01-03,Santa Perpètua de Mogoda,17h,9.0,2.0
15174,2024-01-03,Santa Perpètua de Mogoda,18h,15.0,3.0
15175,2024-01-03,Santa Perpètua de Mogoda,19h,23.0,2.0
15176,2024-01-03,Santa Perpètua de Mogoda,20h,34.0,3.0
15177,2024-01-03,Santa Perpètua de Mogoda,21h,42.0,2.0
15178,2024-01-03,Santa Perpètua de Mogoda,22h,52.0,3.0
15179,2024-01-03,Santa Perpètua de Mogoda,23h,60.0,3.0
15180,2024-01-03,Santa Perpètua de Mogoda,24h,19.0,3.0
15181,2024-01-03,Terrassa,01h,18.0,1.0
15182,2024-01-03,Terrassa,02h,10.0,1.0
15183,2024-01-03,Terrassa,03h,4.0,1.0
15184,2024-01-03,Terrassa,04h,3.0,1.0
15185,2024-01-03,Terrassa,05h,3.0,1.0
15186,2024-01-03,Terrassa,06h,8.0,1.0
15187,2024-01-03,Terrassa,07h,19.0,1.0
15188,2024-01-03,Terrassa,08h,21.0,1.0
15189,2024-01-03,Terrassa,09h,20.0,1.0
15190,2024-01-03,Terrassa,10h,16.0,1.0
15191,2024-01-03,Terrassa,11h,12.0,1.0
15192,2024-01-03,Terrassa,12h,9.0,1.0
15193,2024-01-03,Terrassa,13h,13.0,1.0
15194,2024-01-03,Terrassa,14h,18.0,1.0
15195,2024-01-03,Terrassa,15h,17.0,1.0
15196,2024-01-03,Terrassa,16h,15.0,1.0
15197,2024-01-03,Terrassa,17h,17.0,1.0
15198,2024-01-03,Terrassa,18h,26.0,1.0
15199,2024-01-03,Terrassa,19h,46.0,1.0
15200,2024-01-03,Terrassa,20h,42.0,1.0
15201,2024-01-03,Terrassa,21h,69.0,1.0
15202,2024-01-03,Terrassa,22h,67.0,1.0
15203,2024-01-03,Terrassa,23h,32.0,1.0
15204,2024-01-03,Terrassa,24h,18.0,1.0
19838,2022-01-04,Montcada i Reixac,01h,25.0,1.0
19839,2022-01-04,Montcada i Reixac,02h,28.0,1.0
19840,2022-01-04,Montcada i Reixac,03h,28.0,1.0
19841,2022-01-04,Montcada i Reixac,04h,22.0,1.0
19842,2022-01-04,Montcada i Reixac,05h,17.0,1.0
19843,2022-01-04,Montcada i Reixac,06h,30.0,1.0
19844,2022-01-04,Montcada i Reixac,07h,55.0,1.0
19845,2022-01-04,Montcada i Reixac,08h,54.0,1.0
19846,2022-01-04,Montcada i Reixac,09h,54.0,1.0
19847,2022-01-04,Montcada i Reixac,10h,30.0,1.0
19848,2022-01-04,Montcada i Reixac,11h,17.0,1.0
19849,2022-01-04,Montcada i Reixac,12h,12.0,1.0
19850,2022-01-04,Montcada i Reixac,13h,9.0,1.0
19851,2022-01-04,Montcada i Reixac,14h,10.0,1.0
19852,2022-01-04,Montcada i Reixac,15h,8.0,3.0
19853,2022-01-04,Montcada i Reixac,16h,8.0,3.0
19854,2022-01-04,Montcada i Reixac,17h,9.0,3.0
19855,2022-01-04,Montcada i Reixac,18h,9.0,2.0
19856,2022-01-04,Montcada i Reixac,19h,7.0,1.0
19857,2022-01-04,Montcada i Reixac,20h,6.0,1.0
19858,2022-01-04,Montcada i Reixac,21h,15.0,1.0
19859,2022-01-04,Montcada i Reixac,22h,38.0,1.0
19860,2022-01-04,Montcada i Reixac,23h,15.0,1.0
19861,2022-01-04,Montcada i Reixac,24h,11.0,1.0
19862,2022-01-04,Rubí,01h,16.0,2.0
19863,2022-01-04,Rubí,02h,18.0,1.0
19864,2022-01-04,Rubí,03h,16.0,1.0
19865,2022-01-04,Rubí,04h,10.0,1.0
19866,2022-01-04,Rubí,05h,5.0,2.0
19867,2022-01-04,Rubí,06h,9.0,1.0
19868,2022-01-04,Rubí,07h,10.0,1.0
19869,2022-01-04,Rubí,08h,10.0,1.0
19870,2022-01-04,Rubí,09h,10.0,1.0
19871,2022-01-04,Rubí,10h,7.0,1.0
19872,2022-01-04,Rubí,11h,4.0,1.0
19873,2022-01-04,Rubí,12h,3.0,1.0
19874,2022-01-04,Rubí,13h,3.0,1.0
19875,2022-01-04,Rubí,14h,3.0,2.0
19876,2022-01-04,Rubí,15h,3.0,1.0
19877,2022-01-04,Rubí,16h,3.0,1.0
19878,2022-01-04,Rubí,17h,3.0,1.0
19879,2022-01-04,Rubí,18h,4.0,1.0
19880,2022-01-04,Rubí,19h,4.0,1.0
19881,2022-01-04,Rubí,20h,4.0,1.0
19882,2022-01-04,Rubí,21h,9.0,1.0
19883,2022-01-04,Rubí,22h,7.0,1.0
19884,2022-01-04,Rubí,23h,4.0,1.0
19885,2022-01-04,Rubí,24h,6.0,1.0
19934,2022-01-04,Santa Perpètua de Mogoda,01h,27.0,1.0
19935,2022-01-04,Santa Perpètua de Mogoda,02h,25.0,1.0
19936,2022-01-04,Santa Perpètua de Mogoda,03h,26.0,1.0
19937,2022-01-04,Santa Perpètua de Mogoda,04h,29.0,1.0
19938,2022-01-04,Santa Perpètua de Mogoda,05h,27.0,1.0
19939,2022-01-04,Santa Perpètua de Mogoda,06h,30.0,2.0
19940,2022-01-04,Santa Perpètua de Mogoda,07h,50.0,2.0
19941,2022-01-04,Santa Perpètua de Mogoda,08h,47.0,2.0
19942,2022-01-04,Santa Perpètua de Mogoda,09h,47.0,2.0
19943,2022-01-04,Santa Perpètua de Mogoda,10h,28.0,1.0
19944,2022-01-04,Santa Perpètua de Mogoda,11h,12.0,1.0
19945,2022-01-04,Santa Perpètua de Mogoda,12h,10.0,1.0
19946,2022-01-04,Santa Perpètua de Mogoda,13h,8.0,1.0
19947,2022-01-04,Santa Perpètua de Mogoda,14h,9.0,1.0
19948,2022-01-04,Santa Perpètua de Mogoda,15h,9.0,2.0
19949,2022-01-04,Santa Perpètua de Mogoda,16h,9.0,3.0
19950,2022-01-04,Santa Perpètua de Mogoda,17h,10.0,2.0
19951,2022-01-04,Santa Perpètua de Mogoda,18h,10.0,2.0
19952,2022-01-04,Santa Perpètua de Mogoda,19h,10.0,2.0
19953,2022-01-04,Santa Perpètua de Mogoda,20h,11.0,2.0
19954,2022-01-04,Santa Perpètua de Mogoda,21h,24.0,3.0
19955,2022-01-04,Santa Perpètua de Mogoda,22h,29.0,2.0
19956,2022-01-04,Santa Perpètua de Mogoda,23h,13.0,2.0
19957,2022-01-04,Santa Perpètua de Mogoda,24h,9.0,2.0
19958,2022-01-04,Terrassa,01h,17.0,3.0
19959,2022-01-04,Terrassa,02h,13.0,2.0
19960,2022-01-04,Terrassa,03h,12.0,3.0
19961,2022-01-04,Terrassa,04h,7.0,2.0
19962,2022-01-04,Terrassa,05h,5.0,1.0
19963,2022-01-04,Terrassa,06h,11.0,1.0
19964,2022-01-04,Terrassa,07h,26.0,1.0
19965,2022-01-04,Terrassa,08h,35.0,1.0
19966,2022-01-04,Terrassa,09h,44.0,2.0
19967,2022-01-04,Terrassa,10h,38.0,1.0
19968,2022-01-04,Terrassa,11h,16.0,1.0
19969,2022-01-04,Terrassa,12h,12.0,1.0
19970,2022-01-04,Terrassa,13h,10.0,1.0
19971,2022-01-04,Terrassa,14h,9.0,1.0
19972,2022-01-04,Terrassa,15h,11.0,1.0
19973,2022-01-04,Terrassa,16h,14.0,1.0
19974,2022-01-04,Terrassa,17h,14.0,1.0
19975,2022-01-04,Terrassa,18h,14.0,1.0
19976,2022-01-04,Terrassa,19h,14.0,1.0
19977,2022-01-04,Terrassa,20h,15.0,1.0
19978,2022-01-04,Terrassa,21h,30.0,1.0
19979,2022-01-04,Terrassa,22h,20.0,1.0
19980,2022-01-04,Terrassa,23h,13.0,1.0
19981,2022-01-04,Terrassa,24h,12.0,1.0
