Codi Municipi Ine,Nom_municipi,Comarca,Any,Densitat població,Densitat població urbana,Evolució població,Sòl urbà ordenat / habitant,Sòl urbà ordenat d’activitat econòmica / habitant,Sòl urbà ordenat residencial / habitant,Zona verda urbana / habitant,Sistema equipaments urbans / habitant,Tipologia teixits urbans residencials,Regeneració urbana,Ocupació mitjana habitatges,% sòl artificialitzat,% sòl residencial o d’activitat econòmica en sòl urbanitzable delimitat,Ús dominant sòl urbanitzable delimitat,% sòl residencial o d’activitat econòmica en sòl urbà no ordenat,Ús dominant sòl urbà no ordenat,Densitat habitatges sòl urbanitzable,Potencial habitatges sectors ja urbanitzats,Potencial habitatges previstos sòl urbà no ordenat,Potencial habitatges previstos sòl urbanitzable delimitat,Increment habitatges sòl urbà no ordenat/ existents,Increment habitatges sòl urbanitzable delimitat/ existents,Increment habitatges sòl urbà no ordenat/ 100 habitants,Increment habitatges sòl urbanitzable delimitat/ 100 hab,Potencial sostre sòl urbanitzable delimitat,Potencial sostre sòl urbà no ordenat,Potencial sostre sectors ja urbanitzats,Creixement urbà,Nous habitatges per any,Densitat habitatges sòl urbà no ordenat,Potencial de creixement urbà,Edificacions espais oberts,Sol·licituds en sòl no urbanitzable aprovades,Sol·licituds en sòl no urbanitzable denegades,Antiguitat figures planejament municipal,Figura planejament municipal,Noves figures planejament general per any,Expedients planejament derivat per any,Autoritzacions en domini públic anuals,Densitat xarxa viària / km2,Densitat xarxa viària /  habitant,Densitat xarxa ferroviària / km2,Densitat xarxa ferroviària / habitant
08011,Avià,Berguedà,2022,82.16173519,44.57075497,1.728058208,224.3623651,21.0683604,91.30975381,82.38936254,25.50626945,0.9058078014,70.17142329,1.859517872,4.421616239,100,R,44.07214797,R,44.18365872,66,284.4056952,480,24.00048061,40.50632911,12.93341042,21.82810368,0,18002.60068,8145.564573,0,18,18.32305109,12.71970201,30.87088262,1,0,11,Pla d'ordenació urbanística municipal,,,,0.4048027119,4.926900716,,
08012,Avinyó,Bages,2022,35.90078418,19.80448044,-0.6999125109,504.9362457,132.3435341,124.4123464,99.95065038,51.69055503,0.4670144171,6.354036051,1.980802792,2.940838649,60.96047327,AE,88.23841156,AE,29.10860969,0,62.03075459,439,5.412805811,38.30715532,2.713506325,19.20384952,90435.31709,16340.72831,898.3398393,0,0,72.41507874,31.68999229,8.699668304,1,0,9,Pla d'ordenació urbanística municipal,,,,0.4600306824,12.81394523,,
08013,Avinyonet del Penedès,Alt Penedès,2022,58.5692647,15.19042629,0.2939447384,658.3093728,42.17464875,366.4097846,84.88923445,46.29042016,2.797430501,2.869212102,1.784518828,6.119967142,50.78836928,R,100,R,22.0757403,15,149,353,15.58577406,36.92468619,8.759553204,20.75249853,45204.89248,0,33302.21307,0.203270916,0,46.23965117,25.11270107,9.773635996,2,0,17,Pla d'ordenació urbanística municipal,,,,0.4989106573,8.518301534,0.0835078869,1.425797086
08014,Aiguafreda,Vallès Oriental,2022,323.8381872,24.85017101,-0.1564945227,402.4117177,26.23882027,235.7226637,37.05803238,21.50339556,1.30254725,,1.89037037,15.78441958,100,R,100,R,6.00086775,0,445,117,32.96296296,8.666666667,17.41001565,4.577464789,0,0,0,7.882020207,0,27.85587614,0,18.89937193,0,0,1,Pla d'ordenació urbanística municipal,,,,0.0436712938,0.1348552935,,
08015,Badalona,Barcelonès,2022,10552.0741,176.6956836,0.2242092141,56.59447811,5.577802669,16.55634837,8.842575423,8.251899078,0.1570788528,2.396506619,2.309065551,67.12377003,64.11480692,R,72.15337801,R,19.14877486,778,3207,268.0671595,3.32876627,0.2782453754,1.438077899,0.1202062543,25073.18738,68229.94346,41694.70219,1.056232946,453,121.0639339,1.993492457,67.95471665,0,0,46,Pla general metropolità,,3,11,1.670850173,0.1583432942,0.5197654654,0.0492571849
08016,Bagà,Berguedà,2022,50.20649107,62.39369256,1.025641026,160.2726107,4.005788289,56.87454325,25.51653062,27.51124921,0.0884127952,13.57299406,1.191313909,2.406755766,76.26997429,R,73.46611572,R,24.43503538,72,236,504,12.98844249,27.73802972,11.002331,23.4965035,22461.05843,0,0,0,2,68.14453665,68.55997756,6.097318367,1,0,39,Normes subsidiàries del planejament,,,,0.3812323454,7.593287986,,
08017,Balenyà,Osona,2022,227.2457413,38.83882,1.230769231,257.4743517,81.4064956,71.51203632,20.62828559,15.35466755,0.3037972119,,2.310122879,8.40812402,73.83362975,R,,-,24.02519305,0,,367,,21.48711944,,9.41025641,33564.49604,0,0,0,1,,27.50618991,34.56780371,0,0,22,Normes subsidiàries del planejament,,,,0.727025943,3.199294028,0.1340389135,0.589841256
08018,Balsareny,Bages,2022,88.02102495,23.70168711,-0.884685784,421.9108941,144.6398042,129.7985788,52.53014669,29.66610696,0.0366231428,1.420292623,1.827334083,6.331025058,100,R,0,-,24.99635564,0,,122,,6.877113867,,3.721781574,0,0,0,41.91202154,4,,3.510652358,19.04334347,1,0,29,Pla general d'ordenació,,,,0.823425055,9.354867834,,
08019,Barcelona,Barcelonès,2022,16113.81198,194.7155728,-0.0329314756,51.35696061,3.366871851,14.83534124,8.465270834,6.023757227,0.0790810835,1.32600297,1.984486205,84.50561482,0,-,67.13697261,R,,2273,11146,,1.355217514,,0.6809911458,,0,760235.9122,228436.2768,0,2041,141.9169108,0,36.12057786,0,0,46,Pla general metropolità,,1,2,0.5556672709,0.0344839118,1.731275208,0.1074404499
08020,Begues,Baix Llobregat,2022,147.7104345,23.25449306,1.277868407,430.0244248,5.067388083,271.8727202,36.48276354,23.36195074,6.332424639,1.33223956,2.425130208,7.635990926,100,R,100,R,11.90041935,0,48,484,1.571709234,15.84806811,0.6525285481,6.57966286,0,0,0,2.644739205,18,14.50279658,12.45289908,7.91110959,0,0,25,Pla general d'ordenació,,,,0.2364094063,1.600492254,,
08001,Abrera,Baix Llobregat,2022,636.8578495,53.37900151,0.6101426307,187.3395852,60.1825703,61.52124029,31.09060782,20.209806,7.117230875,11.07804512,2.348252266,35.35114692,78.23100022,AE,49.58206384,R,30.593039,314,278,638,5.163447251,11.84992571,2.202852615,5.055467512,104921.9859,26392.15405,104921.9859,0,23,21.27854311,142.6445939,26.31270058,0,0,34,Pla general d'ordenació,,,,1.273135848,1.999089513,0.192817759,0.3027642027
08002,Aguilar de Segarra,Bages,2022,6.625235923,35.04035188,0.3496503497,285.385262,,133.3671229,58.38876137,33.0026671,0.709263221,87.91085658,1.708333333,2.242292996,100,R,100,R,6.591774148,0,82,10,48.80952381,5.952380952,28.67132867,3.496503497,0,0,0,0,0,11.38827387,9.856718893,8.733879091,0,1,17,Pla d'ordenació urbanística municipal,,,,0.6420898229,96.91576728,0.1739995726,26.26315117
08003,Alella,Maresme,2022,1051.572308,33.27732826,1.255776572,300.504894,10.16763168,188.9892061,31.23033649,14.96378248,8.357859755,3.540650832,2.533048505,37.29240412,54.5494506,R,50.98952689,R,30.02292777,3,219.697206,333.4052707,5.54231095,8.410829232,2.207124835,3.349460224,29450.64639,10687.27847,521.6329165,0,15,40.17829363,6.491561173,49.68369687,0,0,8,Pla d'ordenació urbanística municipal,,3,,0.8646657429,0.8222599017,,
08004,Alpens,Osona,2022,20.36647595,10.79868248,4.460966543,926.0388961,,615.1483175,52.62912131,92.17155324,2.273359187,,1.124,2.3443361,0,-,,-,,0,,,,,,,0,0,0,0,0,,0,4.808188405,0,0,26,Normes subsidiàries del planejament,,,,0.591131915,29.02475208,,
08005,l'Ametlla del Vallès,Vallès Oriental,2022,633.2754507,19.36240139,2.651644475,516.464864,15.20568341,309.1498807,79.08876155,30.72186385,14.9280959,6.309222713,2.525195969,42.62128833,83.3418338,R,56.61948711,R,20.41369588,426,509,494,14.40294284,13.97849462,5.79264823,5.621941504,21766.1672,0,0,2.157044023,38,30.58642189,16.29947173,85.68209784,1,0,35,Pla general d'ordenació,,2,,0.9012076666,1.423089535,,
08006,Arenys de Mar,Maresme,2022,2394.398256,59.17571254,1.336093338,168.9882482,13.89863279,62.34873956,20.51213223,15.66547452,1.218758441,0.5944616538,1.861389561,59.98695671,96.43617371,R,56.57532436,AE,25.88689846,129,63,1298,0.7304347826,15.04927536,0.3951825367,8.142014804,1074.729631,1836.303069,0,3.045148475,54,89.39570517,18.93290103,141.0043243,1,0,8,Pla d'ordenació urbanística municipal,,1,,2.026358159,0.8462911939,0.5571859588,0.2327039612
08007,Arenys de Munt,Maresme,2022,435.6939844,42.01187152,0.9465781743,238.0279582,13.6839114,131.9574914,33.30860184,17.85696693,3.055437831,4.657147197,2.101472254,15.56608106,65.88542458,R,94.90277324,R,15.7215424,19,517,465,11.72335601,10.54421769,5.625068001,5.059297139,83143.12346,0,0,0,5,52.96748293,38.4883385,66.96903387,1,0,19,Pla general d'ordenació,,,,0.7486937553,1.718393602,,
08008,Argençola,Anoia,2022,4.587639609,37.2919715,-1.818181818,268.1542326,5.25524501,158.0468511,17.95069543,12.52403496,0.3572301526,6.255642569,1.333333333,0.9415599484,0,-,100,R,,0,11,,6.790123457,,5,,0,0,0,0,0,30.35864274,0,9.653351034,0,0,7,Normes de planejament urbanístic,,,,0.4949414829,107.8858683,,
08009,Argentona,Maresme,2022,501.8575116,32.73949805,0.9185208647,305.4414575,27.50621874,150.6789787,35.82740534,20.48005204,4.429115639,0.5924025154,2.290206649,19.77697642,100,R,13.06381643,R,27.37230278,0,195,400,3.530689842,7.242440703,1.544065247,3.167313326,0,0,0,0,42,48.95801597,3.723000291,45.91600019,0,0,1,Pla d'ordenació urbanística municipal,,,,1.355455805,2.700877786,,
08010,Artés,Bages,2022,330.2528369,50.80483927,2.075406434,196.8316433,30.08506652,80.7112865,23.5585753,15.1216787,0.4641623105,1.081920782,2.143064633,9.731196501,66.88328471,R,100,R,15.71423732,0,126,245,4.575163399,8.896151053,2.179176755,4.237288136,23159.20741,0,23159.20741,0,0,100.24921,36.18040921,36.87195461,1,0,34,Normes subsidiàries del planejament,,,,1.061361224,3.21378382,,
08021,Bellprat,Anoia,2022,2.376154768,34.52344343,1.369863014,289.658244,,143.4700128,,19.26709324,0.0806915852,,0.9367088608,0.3486883047,0,-,,-,,0,,,,,,,0,0,0,0,0,,0,6.51292645,0,0,7,Normes de planejament urbanístic,,,,0.4264201222,179.4580588,,
08022,Berga,Berguedà,2022,742.5652816,69.600773,0.4795588059,143.6765652,24.2304041,58.04573746,12.70904415,18.04551423,0.6207236856,12.35842564,1.814265613,28.98251674,87.3866365,R,50.05705864,R,54.66625584,203,693.3494278,4192.128696,7.505406233,45.37918052,4.156272796,25.1296529,175849.754,41591.50335,0,12.06798601,1,46.53844979,32.43043955,30.5442097,1,0,17,Pla d'ordenació urbanística municipal,,,,1.370737817,1.845949239,,
08023,Bigues i Riells,Vallès Oriental,2022,340.7271187,16.29168174,2.253196395,613.8101738,26.91173498,386.8901024,74.82725133,28.78959319,30.97285852,2.469195841,2.183262475,25.04101088,84.4681109,R,80.47268172,R,26.07330809,0,256,1961,5.736051983,43.93905445,2.682875707,20.55124712,66382.59015,8485.159791,2697.874321,0,6,21.51223665,14.97648137,75.48453283,1,0,16,Pla d'ordenació urbanística municipal,,,,0.4340090788,1.273773219,,
08024,Borredà,Berguedà,2022,10.31181417,17.89016575,-1.538461538,558.9663137,36.11119414,289.5757018,49.5546051,44.34167223,2.925682731,,0.9593147752,0.7877193136,0,-,,-,,0,,,,,,,0,0,0,0,1,,0,6.515991129,1,0,19,Normes subsidiàries del planejament,,,,0.4599067527,44.59998455,,
08025,el Bruc,Anoia,2022,46.99145073,16.00205203,1.883325678,624.9198527,52.73750205,389.2920089,53.4082689,13.08276736,8.439724587,1.856736066,2.014532243,4.358316578,100,R,0,-,20.38333081,0,,135,,12.29508197,,6.201194304,0,0,0,0,3,,4.691189718,10.92155084,0,0,32,Normes subsidiàries del planejament,,,,0.6040215388,12.85386021,,
08026,el Brull,Osona,2022,6.772442489,9.864770556,1.090909091,1013.708321,,731.5179362,94.09120465,115.1921495,,1.436799352,1.561797753,3.104601782,100,R,100,R,5.006108986,115,8,128,4.519774011,72.31638418,2.909090909,46.54545455,0,0,0,0,1,19.75768496,89.44505276,9.085506779,1,0,31,Normes subsidiàries del planejament,,1,,0.2467899749,36.44032051,0.0308223914,4.551148483
08027,les Cabanyes,Alt Penedès,2022,867.3140871,42.8130245,-0.5970149254,233.5737808,,138.3452606,20.70212538,15.43320814,0.3736790653,2.320901136,2.759668508,38.46796679,100,R,100,R,35.3690956,0,11,402,3.116147309,113.8810198,1.094527363,40,0,0,0,0,9,20.31170897,77.59190834,49.10556642,0,0,23,Normes subsidiàries del planejament,,,,0.902631537,1.040720484,,
08028,Cabrera d'Anoia,Anoia,2022,94.45447902,7.179311493,5.588428665,1392.891228,16.49849578,880.0931601,207.5792601,76.59251251,138.5991016,5.258115236,1.43264942,15.74897398,100,R,100,R,22.58315886,0,126,314,11.23996432,28.01070473,8.284023669,20.64431295,0,0,0,0,0,10.71217604,5.905091413,7.951163768,0,0,38,Normes subsidiàries del planejament,,,,0.3235932745,3.425917732,,
08029,Cabrera de Mar,Maresme,2022,541.1936426,22.55143959,1.274284521,443.4306714,85.51712671,214.2867463,36.45472581,24.15613227,3.396226375,5.530007794,2.06385696,35.96350468,100,R,100,R,23.82822578,9,84,578,3.583617747,24.65870307,1.754752455,12.07436808,0,0,0,6.816556901,5,7.065862829,10.69231688,106.8567115,1,0,7,Pla d'ordenació urbanística municipal,,,,2.064366649,3.814469511,0.253985505,0.4693061503
08030,Cabrils,Maresme,2022,1112.831074,22.54098113,2.140874851,443.6364124,4.80767193,289.8935063,36.43848154,19.96980955,4.482115019,1.785378913,2.453650794,56.6126642,52.45925871,R,88.15072536,R,14.50729391,10,165,25,5.253104107,0.7959248647,2.180520682,0.3303819215,5871.989142,7082.360948,5871.989142,4.977875927,9,30.5757581,0.9412302575,31.02390246,0,0,3,Pla d'ordenació urbanística municipal,,,,0.6290555814,0.5652749963,,
08031,Calaf,Anoia,2022,389.5367725,35.12944328,-0.1946066166,284.6614995,74.91738026,90.2661017,21.70288946,23.41390769,0.1527957675,3.905523496,1.986718318,24.30706898,100,AE,100,R,,0,185,,10.26067665,,5.143174868,,253808.5105,0,0,44.83320985,4,46.35208692,56.4321246,24.90345581,1,0,16,Pla d'ordenació urbanística municipal,,,,1.098917032,2.82108676,0.4370013457,1.121848761
08032,Caldes d'Estrac,Maresme,2022,3605.483687,56.44627362,1.646754924,177.1596132,4.363549473,84.96710642,13.81439107,10.25533534,0.7425231973,5.002654453,1.564612326,98.23785611,100,R,33.60448775,R,11.94825553,0,26,114,1.294820717,5.677290837,0.8395221182,3.680981595,0,0,0,0,4,27.73167586,38.62500781,,0,0,38,Pla general d'ordenació,,,2,1.0591381,0.2937575628,0.9771132203,0.2710075278
08033,Caldes de Montbui,Vallès Oriental,2022,478.7753602,36.68604449,0.7585548126,272.5832163,33.56869388,135.4472668,35.56872694,20.66931227,3.613196398,6.331384716,2.345278577,17.76513503,100,R,100,R,19.69100737,0,664,1285,8.695652174,16.82818229,3.730965893,7.220318031,0,0,0,0,10,21.45564298,12.55584203,40.90568431,0,0,13,Pla d'ordenació urbanística municipal,,2,,0.7552840169,1.577533181,,
08034,Calders,Moianès,2022,33.27295547,13.54610449,3.574788335,738.2196119,1.605237095,468.3147716,94.05122066,35.5974835,5.45176304,3.308229294,1.816831683,3.702908848,75.13073994,R,60.73551266,R,9.967933068,0,58,89.77460313,9.570957096,14.81429095,5.45625588,8.445400106,11924.86771,776.2114145,0,3.936674567,0,35.51540662,14.27653779,22.68843029,2,0,10,Pla d'ordenació urbanística municipal,,,,0.4870315855,14.63746092,,
08035,Calella,Maresme,2022,2420.865016,109.5261821,0.66022042,91.30237,3.363118981,44.92396799,15.49150875,11.81394363,0.606488379,6.809644179,1.79220659,36.39784668,69.31463515,R,67.26387971,R,45.84325993,171,470.0041283,2416,4.354309137,22.38280526,2.443356874,12.55978374,139984.2057,1299.796873,1299.796873,4.456502532,10,57.64499835,40.37414067,81.84187138,0,0,17,Pla d'ordenació urbanística municipal,,,13,1.699571662,0.7020513953,0.3653610623,0.1509216994
08036,Calonge de Segarra,Anoia,2022,5.249138561,7.701483148,0.5154639175,1298.451195,869.8468998,214.5308335,25.98814826,86.56980389,0.5643643384,,0.6794425087,1.357135717,0,-,,-,,0,,,,,,,0,0,0,0,46,,0,9.441228197,2,0,7,Normes de planejament urbanístic,,,,0.9283275822,176.8533201,,
08037,Calldetenes,Osona,2022,436.5226113,53.92823801,1.118210863,185.43161,4.119878119,102.6582846,16.57782829,15.39029106,0.3680625666,11.75070154,2.526946108,14.88004909,72.69610737,R,100,R,31.61105121,4,271,534,27.40141557,53.99393327,10.82268371,21.32587859,9557.123668,0,0,0,13,49.11996228,44.28875108,61.5133761,0,1,36,Normes subsidiàries del planejament,,,,1.790582454,4.10192372,,
08038,Callús,Bages,2022,169.7064823,51.62396477,1.143946616,193.7084849,61.61785454,49.98270204,33.79997074,27.77610091,0.2955373185,13.61725014,2.357777778,8.069410038,100,R,0,-,22.71386471,219,,481,,53.44444444,,22.92659676,0,0,0,15.6110021,0,,67.31703163,18.03566565,0,0,24,Pla general d'ordenació,,,,0.5917068456,3.486648463,0.2781210968,1.638836025
08039,Campins,Vallès Oriental,2022,76.39192507,13.05847274,3.148148148,765.7863367,26.76470485,450.8912213,140.9079743,27.45005244,12.60664233,4.173738007,2.003597122,6.686791909,0,-,100,R,,0,28,,10.10830325,,5.185185185,,0,0,0,0,1,15.72786983,0,62.46928761,0,0,7,Pla d'ordenació urbanística municipal,,,,0.4611527867,6.036669272,,
08040,Canet de Mar,Maresme,2022,2666.572134,78.87239815,0.2363268062,126.7870666,9.146651971,59.06778949,14.7301362,12.2192749,0.4948271517,0.2536140857,1.900524901,39.168247,0,-,100,R,,0,18,,0.2306509482,,0.1215395003,,0,0,0,4.752219217,7,37.70890996,0,88.47790835,0,0,2,Pla d'ordenació urbanística municipal,,,2,1.065918996,0.399733794,0.386288335,0.144863261
08041,Canovelles,Vallès Oriental,2022,2517.767702,84.54684162,-0.6578947368,118.2776294,31.6829861,51.35994399,8.303654478,6.313350667,3.598357729,0.9246010336,2.619315518,40.53095721,100,R,0,-,22.77431777,0,,328,,5.128205128,,1.944049312,0,0,0,0,3,,30.09667441,72.96667809,0,0,38,Pla general d'ordenació,,,,2.170604787,0.8621147955,0.1635193703,0.0649461705
08042,Cànoves i Samalús,Vallès Oriental,2022,112.8739711,21.19875215,2.174588381,471.7258794,,304.2825626,62.51995195,34.05943265,26.14897118,,2.303221289,7.858370871,80.68105266,R,,-,32.25062781,25,,1006,,70.69571328,,31.2519416,14938.3182,0,0,0,5,,24.91923326,40.92367026,0,0,11,Pla d'ordenació urbanística municipal,,,,0.3563652637,3.157196121,,
08043,Canyelles,Garraf,2022,352.2155976,18.72327269,2.476463365,534.094662,10.70547021,310.0674027,106.5219329,20.02635194,20.67195173,0.3429598748,2.023030303,30.23963304,100,R,100,R,14.66904997,115,9,342,0.365704998,13.89678992,0.1841997544,6.999590667,0,0,0,2.04412727,14,15.13398093,46.62389988,46.50133419,0,0,1,Pla d'ordenació urbanística municipal,,,,0.8302888044,2.357331163,,
08044,Capellades,Anoia,2022,1815.147871,78.18202499,0.564546481,127.9066384,31.37715403,55.28047612,5.127009078,10.23299171,0.6182003033,7.610965464,2.056966898,31.94100061,93.23027384,AE,36.93466929,R,40,20,25,23.70305307,0.9626492106,0.9127090129,0.4704554008,0.4460491732,40895.77314,0,20748.17818,0,1,13.01087511,14.80390541,39.05172878,0,0,35,Pla general d'ordenació,,,,2.343290623,1.290964037,0.5329678296,0.2936222653
08045,Capolat,Berguedà,2022,2.607739068,,5.952380952,,,,,,,,1.934782609,0.3500769456,0,-,,-,,0,,,,,,,0,0,0,,0,,,5.153195828,1,0,7,Normes de planejament urbanístic,,1,,0.3953046765,151.5890456,,
08046,Cardedeu,Vallès Oriental,2022,1551.86612,70.38838358,0.9457789242,142.0688968,9.58465044,73.6899553,15.51320441,13.77080161,1.204336516,13.45959892,2.369151217,36.03083453,56.69589029,R,59.573282,R,39.00615218,143,771,2264,9.760729206,28.66185593,4.143156537,12.16615616,83603.89941,11058.00281,9954.466581,1.539445079,30,36.02968997,34.81415032,70.80577595,1,0,15,Pla d'ordenació urbanística municipal,,,,1.208145568,0.778511466,0.2771680184,0.1786030476
08047,Cardona,Bages,2022,68.59165589,44.69915298,-0.3919007185,223.7178858,46.15686644,76.85130798,29.84685407,33.81431215,0.4321992138,12.28128114,1.730332829,3.960808374,73.56316385,R,42.6864239,R,47.82942095,0,260,530,9.844755774,20.068156,5.660788156,11.53929893,21584.16608,0,0,30.66859965,3,50.80438795,13.10753973,26.96942997,0,0,2,Pla d'ordenació urbanística municipal,,,,0.4225790946,6.160794475,,
08048,Carme,Anoia,2022,64.53481125,25.9270125,-1.822916667,385.6981209,21.04289734,252.5025065,11.62368554,25.82265605,3.078866769,2.762349423,1.508,4.361167018,66.9468325,R,100,R,12.93185627,20,96,119,19.2,23.8,12.5,15.49479167,31802.93363,0,0,0,0,119.5016084,45.99421011,10.92874824,0,0,22,Normes subsidiàries del planejament,,,,0.3151902115,4.884033986,,
08049,Casserres,Berguedà,2022,55.88039342,37.10264122,0.6112469438,269.5225911,29.46591529,139.5914918,15.52333524,17.57417471,0.3388548474,1.721435236,1.554296506,3.293483394,60.55218367,AE,0,-,20.03255909,0,,274,,25.92242195,,16.74816626,88712.69138,0,0,0,2,,80.5925836,25.03535937,1,0,31,Normes subsidiàries del planejament,,,,0.7946641663,14.22080479,,
08050,Castellar del Riu,Berguedà,2022,5.344941582,,2.339181287,,,,,,,,2.034883721,0.5948796882,100,R,,-,2.305000056,0,,12,,13.95348837,,7.01754386,0,0,0,,0,,,7.437366041,1,0,20,Normes subsidiàries del planejament,,,,0.3712188495,69.45236796,,
08051,Castellar del Vallès,Vallès Occidental,2022,555.0347987,33.15481118,1.11115617,301.6153507,48.83505522,123.6876138,54.80701238,19.34691477,2.370481692,3.227613102,2.434150151,19.22629033,100,R,65.9739005,AE,9.920365993,0,404,81,3.974422036,0.7968519429,1.638347054,0.3284804737,0,94067.77064,0,0,78,49.74420342,1.051800712,25.46607706,0,0,6,Pla d'ordenació urbanística municipal,,,,0.456614448,0.822677153,,
08052,Castellar de n'Hug,Berguedà,2022,3.735450334,9.38772763,5.389221557,1065.220509,293.8658308,485.495713,57.78870625,70.62728226,1.688695659,,0.6666666667,1.284040781,0,-,,-,,0,,,,,,,0,0,0,0,3,,0,2.464377388,0,0,25,Normes subsidiàries del planejament,,,,0.4070264836,108.963163,0.0071525987,1.914788852
08053,Castellbell i el Vilar,Bages,2022,136.5990864,25.60030373,0.9343368804,390.6203655,14.63197116,191.3541802,124.9267955,12.07596223,4.10552539,10.15929373,1.833569071,10.1294087,56.88329508,AE,100,R,29.89458937,0,294,228,13.86792453,10.75471698,7.630417856,5.917466909,70433.53355,0,0,0,1,62.35706204,46.25411224,31.13182628,1,0,37,Normes subsidiàries del planejament,,,,1.415419165,10.36184942,0.3720078987,2.723355686
08054,Castellbisbal,Vallès Occidental,2022,410.3273562,13.53916723,0.9912767645,738.5978643,286.3464915,121.9780962,189.5172532,21.91941946,3.580164748,0.4623328181,2.375932836,37.59694212,88.61272197,R,100,R,3.095307532,0,448,120,8.366013072,2.240896359,3.552735924,0.9516256939,24411.66316,0,0,3.163240408,5,103.0187545,4.629894647,32.05273868,1,0,14,Pla d'ordenació urbanística municipal,,,,1.616320965,3.93910116,1.198117255,2.919905867
08055,Castellcir,Moianès,2022,22.76497676,10.17371138,3.320053121,982.9254658,8.854795118,641.0424473,104.7998264,77.70590982,20.01988152,,2.477707006,2.729000702,0,-,,-,,0,,,,,,,0,0,0,11.14784103,2,,0,13.90248146,0,0,9,Pla d'ordenació urbanística municipal,,1,,0.0283767515,1.246509133,,
08056,Castelldefels,Baix Llobregat,2022,5208.174183,72.75190035,0.1204890965,137.4534542,3.90988132,59.18000684,12.61627884,21.12362302,0.9232537805,1.104507561,2.048358136,80.01808139,100,R,92.60046336,R,69.42192122,0,307,123,0.9365752463,0.3752402453,0.4566685509,0.1829649243,0,0,0,9.667448144,80,32.44446601,0.2973271138,12.61527703,0,0,46,Pla general metropolità,,,5,1.565558027,0.3005963265,0.3694037671,0.0709276906
08057,Castell de l'Areny,Berguedà,2022,2.833486646,56.04172677,-4.166666667,178.4384703,,37.89180384,24.14839011,90.41244269,,,1.254545455,0.6314696193,100,R,,-,8.027816371,0,,67,,121.8181818,,93.05555556,0,0,0,0,0,,677.8596617,5.01983953,0,0,26,Normes subsidiàries del planejament,,,,,,,
08058,Castellet i la Gornal,Alt Penedès,2022,52.10575502,11.99849382,0.8972267537,833.4379422,39.10061461,476.6797169,115.6449266,80.32596032,7.611510936,4.666579987,1.804522247,9.836326876,64.94436193,AE,85.24014332,R,19.75817349,105,228,1222,16.74008811,89.72099853,9.298531811,49.83686786,524211.8751,1512.435787,1512.435787,14.3328414,9,27.79834871,86.61915123,14.15788741,0,1,17,Pla d'ordenació urbanística municipal,,,,0.7303209353,14.01612806,0.0613555423,1.177519495
08059,Castellfollit del Boix,Bages,2022,7.809369537,60.72553379,2.678571429,164.6753742,,86.07335678,5.538516239,25.64555937,1.032878238,,1.586206897,0.3126082203,0,-,,-,,0,,,,,,,0,0,0,0,0,,0,13.73149723,4,1,28,Normes subsidiàries del planejament,,,,0.2463934848,31.55100851,,
08060,Castellfollit de Riubregós,Anoia,2022,6.079155153,40.38358546,-2.45398773,247.6253628,16.21563106,124.1398388,6.026824522,30.97598298,,,1.039215686,0.8087635627,0,-,,-,,0,,,,,,,0,0,0,0,0,,0,12.84338461,2,0,22,Normes subsidiàries del planejament,,,,0.2729463694,44.89873388,,
08061,Castellgalí,Bages,2022,129.9239274,11.50604221,2.615878844,869.1085794,127.5524107,330.2262456,242.5734947,54.79832709,4.138377827,6.227354905,1.984028394,16.79960217,59.7720276,AE,5.522400291,R,36.70850957,0,25,552,2.226179875,49.15405165,1.147315282,25.33272143,62786.22426,0,0,2.77744724,4,37.40784779,18.10764528,23.10187629,0,0,8,Pla d'ordenació urbanística municipal,,,,0.2600584402,2.001620836,0.3081996494,2.372154656
08062,Castellnou de Bages,Bages,2022,49.07052791,10.33676055,0.7746478873,967.4210745,1.450640388,613.7130296,175.3155218,48.83256034,925.2974309,0.4867508643,2.467241379,5.191242129,0,-,100,R,,0,25,,4.355400697,,1.76056338,,0,0,0,0,6,37.10035794,0,10.2777335,0,1,10,Pla d'ordenació urbanística municipal,,,,0.1101440729,2.244607457,,
08063,Castellolí,Anoia,2022,25.15943226,12.70700623,-2.603369066,786.9674269,137.5791761,237.3919008,191.0493177,48.49941424,2.332620729,,2.148648649,8.730440511,69.71245574,AE,,-,22.15261975,0,,59,,20,,9.035222052,36781.081,0,0,0,1,,17.56907854,11.63594921,0,0,30,Normes subsidiàries del planejament,,,,0.9279353776,36.88220657,,
08064,Castellterçol,Moianès,2022,83.224504,43.03131447,0.8738601824,232.3889038,9.613555675,165.121635,4.929093542,25.7305722,0.2340101676,,1.630835381,3.672884786,90.74587374,R,,-,22.56940523,0,,670,,41.28157733,,25.45592705,12109.41641,0,0,22.33030754,5,,53.02099688,19.99328375,0,0,41,Pla general d'ordenació,,,,0.4403311738,5.290883726,,
08065,Castellví de la Marca,Alt Penedès,2022,56.82205288,46.24915084,1.06449593,216.2201861,2.22733064,123.3066064,11.87939492,27.00009855,0.3318072292,1.721193783,2.169354839,3.54696404,71.55061881,AE,100,R,22.48059136,0,10,135,1.356852103,18.31750339,0.6261740764,8.453350031,28058.01787,0,0,0,7,16.64832188,75.55783025,25.16346414,0,0,8,Pla d'ordenació urbanística municipal,,1,,0.8495506324,14.9510725,,
